REFNUM,UTMZONE,UTMEASTING,UTMNORTHIN
"81000400","13","349900","3883910"
"82003314","13","349400","3883460"
"76001192","13","349510","3883090"
"82003327","13","292900","3777050"
"80002533","13","349380","3883400"
"78001812","13","543820","3694920"
"82003328","13","293100","3777250"
"82003324","13","529135","3865790"
"82003310","13","349170","3885990"
"70000399","13","572455","4038031"
"80002531","13","353870","3881750"
"70000400","13","536636","4023446"
"81000399","13","353260","3883200"
"79001537","13","479500","4042750"
"82003329","13","293500","3777200"
"82003330","13","293250","3777200"
"76001191","13","347830","3885140"
"78001813","13","519900","4087500"
"78001813","13","513700","4090280"
"82003331","13","294000","3777600"
"82003319","13","348800","3883680"
"79003127","13","349640","3883480"
"79001538","13","536360","4023700"
"82003337","13","292925","3777100"
"78001810","13","373290","3882560"
"82003316","13","350640","3883580"
"82003322","13","665850","3808150"
"78001803","13","351880","3883100"
"82003335","13","293550","3777200"
"82003334","13","293050","3776900"
"75001174","13","406075","4017873"
"82003333","13","293500","3777250"
"82003332","13","293050","3777350"
"82003320","13","352420","3882780"
"82003336","13","293100","3777270"
"75001166","13","415000","3949690"
"75001167","13","415060","3949100"
"78001830","13","445470","4023670"
"80002539","13","349615","3882315"
"78001827","13","414990","3948810"
"79001558","13","448960","4029410"
"74001207","13","415280","3949440"
"80002546","13","349120","3883500"
"79001559","13","449420","4027840"
"80002545","13","349630","3883340"
"78001831","13","448640","4029210"
"79001539","13","568080","3815990"
"79001539","13","566570","3814900"
"80002544","13","349380","3883360"
"76001201","13","449540","4028950"
"79001533","13","349430","3882030"
"70000411","13","417046","3948490"
"80002541","13","348020","3883900"
"76001196","13","572500","3586950"
"70000401","13","319140","3596840"
"77000920","13","349400","3883520"
"80002547","13","350020","3883600"
"75001163","12","755000","3628880"
"76001200","13","448300","4028900"
"78001807","13","350050","3883930"
"80004485","13","349080","3883520"
"79001536","13","350740","3884630"
"69000140","13","347853","3884808"
"78001806","13","349490","3883430"
"77000929","13","415020","3950240"
"80002530","13","354060","3895440"
"73001153","13","445399","4028317"
"78001828","13","414620","3949300"
"84002840","13","346650","3886210"
"73001151","13","415540","3949420"
"80002528","13","354020","3895440"
"77000922","13","348880","3883930"
"74001209","13","414947","3949834"
"73001152","13","415240","3949860"
"79001554","13","415240","3948050"
"80002538","13","349420","3884490"
"80002537","13","349340","3884640"
"72000811","13","414416","3949531"
"80002529","13","348680","3884510"
"80002543","13","348625","3884690"
"80002540","13","348420","3884230"
"80002536","13","348370","3884350"
"80002542","13","348370","3884220"
"75001168","13","415120","3949620"
"78001833","13","444330","4043790"
"78001814","13","570820","4085480"
"74001208","13","412940","3971400"
"79001560","13","413710","4056010"
"79001561","13","401250","3873025"
"79001555","13","284520","3638850"
"78001834","13","386250","3818800"
"78003077","13","386000","3820200"
"80002551","13","260180","3573260"
"78001835","13","341550","3842250"
"80002574","13","337900","3836560"
"80002575","13","337160","3836820"
"82003338","13","292925","3777150"
"79001544","13","415700","3649150"
"79001557","13","294300","3773550"
"80002535","13","351360","3883840"
"75001175","13","341255","3852855"
"79001535","13","352300","3891590"
"82003309","13","351200","3888295"
"79001534","13","352390","3891680"
"82003311","13","352630","3892160"
"82001048","13","450670","3893925"
"84002883","13","349720","3892190"
"77000932","13","341600","3845430"
"75001172","13","325000","3769750"
"78001809","13","347780","3884960"
"78001808","13","349480","3882370"
"74001210","13","325460","3770040"
"75001173","13","325550","3770540"
"79003442","13","349010","3883740"
"77000930","13","325620","3769980"
"77000927","13","359390","3908910"
"78001821","13","422520","3984910"
"80002564","13","402410","3983290"
"80002570","13","353060","3899940"
"80002568","13","480140","3938820"
"76001198","13","480270","3938980"
"78001826","13","438820","3937710"
"79001552","13","464260","3966410"
"79001541","13","466540","3983220"
"73001143","13","470360","3981100"
"79001542","13","495660","4003190"
"80004484","13","495700","4003270"
"78001816","12","726150","3649750"
"67000007","13","431320","3998715"
"85002594","13","480710","3939650"
"82003341","13","448700","4029120"
"73001155","13","282151","3879303"
"79001562","13","340990","3851500"
"78001819","13","585260","3883820"
"79001543","13","430200","3647300"
"74001195","13","355220","3517340"
"76001195","13","332750","3575500"
"78001815","13","330925","3572050"
"78001829","13","293100","3777300"
"78001825","13","479510","3938230"
"74001212","13","439860","4005080"
"77000925","13","240400","3575630"
"78001818","13","467720","3982220"
"86000219","13","348330","3883880"
"86000221","13","353020","3883530"
"86000223","13","349010","3883530"
"85003496","13","405575","4018070"
"84000633","13","528930","3866110"
"76001197","13","479300","3938500"
"86002310","13","363060","4065380"
"86002317","13","360800","4069760"
"86002315","13","360880","4069870"
"78001824","13","479700","3938680"
"80002567","13","479600","3938560"
"80002567","13","479665","3938050"
"74001202","13","479500","3938600"
"86002309","13","363130","4066210"
"86002314","13","363450","4065300"
"84002854","13","347400","3886430"
"84002844","13","348140","3887580"
"84002868","13","349680","3883520"
"80002573","13","293000","3777100"
"85003541","13","370420","3585540"
"86000225","13","359380","4085210"
"86000233","13","431340","4024460"
"87000424","13","415320","3949950"
"87000131","13","341225","3852925"
"86002318","13","360170","4065420"
"85002605","13","480330","3938700"
"80002576","13","275520","3889000"
"86003120","13","358440","3881390"
"87000651","13","385920","3820450"
"87000519","13","420170","3926530"
"87001111","13","664860","3807940"
"87001112","13","664960","3808250"
"87001110","13","665410","3807890"
"87000882","13","549850","4084190"
"70000067","13","416495","3947200"
"86000227","13","406040","3972140"
"85002598","13","480240","3938660"
"83001630","13","416320","3946920"
"85000830","13","359900","4066940"
"87000883","13","536655","4039075"
"87000897","12","715760","3581120"
"87000890","13","528630","3866380"
"87000891","13","662485","4035120"
"87001121","13","353340","3882980"
"87000881","13","664960","3808345"
"87000726","13","596380","4077980"
"87002470","12","724120","3683780"
"87002471","12","748620","3771000"
"87002472","13","233780","3670600"
"87002473","12","716810","3703340"
"87002474","12","758000","3696440"
"87002475","13","240260","3649260"
"87002476","12","731158","3776220"
"87002483","13","432020","3699100"
"87002484","13","433640","3550940"
"87002485","13","438400","3688070"
"87002487","13","447640","3629770"
"87002492","13","427650","3945220"
"87002226","12","704480","3933720"
"87002218","12","705030","3933835"
"87002222","12","706580","3933960"
"87002215","12","704580","3933670"
"87002212","12","704835","3933760"
"87000880","13","654485","3646340"
"87000896","13","569525","3814570"
"87002486","13","456440","3622500"
"88000490","13","220750","3639000"
"88000496","13","222250","3637550"
"87002221","12","704740","3936630"
"87002216","12","704615","3933680"
"87002228","12","704900","3933690"
"87002223","12","704600","3933620"
"87002219","12","704465","3933575"
"88000501","13","229350","3611600"
"88000518","13","230650","3613100"
"88000483","13","221000","3638900"
"88000507","13","229450","3626750"
"87002217","12","704560","3933605"
"88000516","13","230750","3613150"
"88000491","13","221000","3638950"
"88000482","13","220700","3639100"
"88000493","13","221950","3637900"
"88000498","13","222300","3637550"
"88000499","13","224650","3635600"
"88000503","13","226850","3632800"
"88000505","13","226800","3631700"
"88000504","13","226700","3631100"
"88000506","13","227000","3630200"
"88000508","13","229350","3626650"
"88000514","13","231050","3613550"
"88000500","13","230150","3612650"
"88000502","13","224700","3632950"
"88001054","13","489190","4069430"
"85003594","13","546300","3699040"
"85003635","13","513740","3690080"
"85003638","13","541760","3692620"
"85003637","13","552260","3696000"
"85003639","13","546600","3699820"
"85003641","13","547780","3699380"
"85003640","13","546840","3695320"
"88001540","13","351925","3883075"
"88001541","13","352125","3883325"
"88001542","13","351825","3883350"
"88001543","13","352250","3883625"
"88001544","13","352000","3883075"
"88001545","13","352050","3883525"
"88001548","13","334850","3572775"
"88001552","12","754600","3629500"
"88001553","12","754600","3629625"
"88001554","12","754300","3629600"
"88001555","12","754650","3629500"
"88001556","12","754575","3629625"
"88001557","12","754650","3629600"
"88001559","13","480118","3938885"
"88001561","13","413400","3948250"
"88001562","13","413450","3948350"
"88001563","13","413600","3948350"
"85000831","13","360030","4067640"
"85000777","13","358900","4064800"
"85000322","13","232775","4079475"
"87000895","13","594295","3959310"
"85000780","13","358700","4064150"
"87002488","13","441960","3615360"
"88001558","13","652250","3783035"
"87000879","12","704780","3933390"
"87000892","13","544520","3695200"
"87002225","12","704860","3933610"
"88000435","12","755193","3628903"
"88001560","13","413425","3948275"
"89000348","13","352200","3879360"
"88001549","13","334775","3573075"
"88001567","13","410400","3642850"
"88001547","13","334950","3572775"
"88001551","13","324275","3770825"
"88001566","13","410425","3642000"
"88001550","13","324235","3770950"
"88001565","13","410375","3641925"
"88001564","13","410300","3642000"
"88001546","13","334700","3573000"
"89000476","13","456110","3641100"
"85003634","13","479050","3639350"
"89001590","13","350700","3884900"
"89001589","13","355320","3882960"
"90000141","13","289840","3667740"
"90000140","13","653200","3783850"
"90000102","13","240190","3573070"
"90001028","13","449110","4028280"
"90000139","13","240060","3573250"
"90000599","13","556120","3633790"
"90001079","12","728260","3890800"
"90001917","13","416070","3946710"
"91000036","13","325215","3770080"
"91000028","13","325230","3769620"
"91000029","13","325160","3769700"
"91000030","13","325240","3769640"
"91000032","13","324905","3769740"
"91000034","13","325120","3769700"
"91000352","13","334100","3572995"
"91000033","13","325000","3769720"
"91000035","13","325140","3769700"
"91000027","13","325360","3770030"
"91000031","13","325260","3769280"
"91000602","13","526480","3984700"
"87002456","13","379150","4047600"
"92001817","13","339200","3555160"
"93000254","13","259940","3645100"
"92001819","12","729340","3889140"
"93000570","13","534420","3854100"
"66000475","13","330050","3572000"
"93000253","13","506250","4024530"
"93001210","13","616940","3892660"
"93001211","13","404180","3873940"
"93001212","12","752110","3920430"
"93001214","13","347170","3884560"
"93001216","13","347410","3884650"
"93001217","13","354050","3882840"
"93001218","13","351990","3883010"
"93001221","13","353930","3882780"
"93001219","13","352380","3882600"
"93001220","13","357380","3882350"
"93001215","13","349330","3883470"
"93001222","13","352070","3883010"
"78001832","13","449380","4029160"
"93001465","13","344750","3883160"
"73001148","13","405600","3983200"
"93001418","13","528690","3567430"
"93001419","13","528610","3567530"
"93001420","13","528720","3567455"
"94001403","13","616050","3893130"
"95000286","13","506960","3693460"
"95000459","13","259880","3645080"
"95000460","13","259820","3645160"
"95000461","13","259680","3645120"
"95000462","13","259510","3645090"
"95000463","13","259580","3645160"
"95000464","13","259560","3645110"
"95000465","13","259840","3645080"
"95001018","13","504580","4034680"
"95001429","13","653900","3646700"
"95001451","13","664795","3807515"
"95001452","13","425180","3934100"
"96000258","13","382760","4009120"
"96000259","13","549700","4083165"
"96000260","13","549670","4082900"
"96000261","13","550170","4084840"
"96000262","13","550390","4083520"
"96000263","13","549710","4083450"
"96000264","13","666590","3976450"
"96000265","13","618410","3982360"
"96000266","13","358980","3907700"
"96000268","13","609280","3889620"
"96001041","13","232500","4080500"
"96001383","13","349360","3882840"
"96001385","13","349400","3881660"
"96001607","13","377400","3891850"
"97000730","13","396960","3970450"
"97000733","13","434400","4036820"
"97000731","13","256340","3644860"
"97000736","13","549110","3916150"
"97000739","13","438720","3955170"
"97000740","12","705960","4072840"
"97000738","13","401560","3990520"
"97000734","13","319180","3595740"
"97000737","13","561960","3665800"
"97000735","13","322910","3878280"
"97001653","13","349430","3883320"
"98000051","12","705860","3934060"
"97001595","13","359550","3881800"
"97001592","13","380250","3930360"
"97001597","13","345350","3883290"
"97001596","13","359620","3881600"
"98000600","13","359100","3882100"
"98000599","13","355820","3882600"
"98001221","15","573035","4269005"
"80000323","18","630825","4887050"
"77000093","18","636690","4865400"
"74000198","18","640160","4857490"
"74000199","18","648920","4878880"
"78000224","18","635925","4899800"
"80000325","18","654205","4900530"
"78000225","18","649700","4901550"
"78000226","18","645350","4886960"
"75000136","18","643910","4870710"
"74000200","18","646017","4876016"
"73000180","18","657435","4870752"
"74000201","18","640740","4897870"
"73000181","18","646612","4875288"
"80000326","18","627200","4878950"
"73000182","18","639256","4891334"
"79000216","18","639025","4891050"
"78000227","18","640160","4896035"
"73000184","18","644799","4773734"
"71000054","18","645624","4749804"
"73000185","18","644139","4752426"
"76000137","18","647230","4748360"
"73000186","18","645909","4749192"
"73000187","18","642439","4752360"
"73000188","18","646121","4757344"
"73000189","18","643447","4754782"
"72000090","18","643060","4754130"
"73000190","18","644827","4752070"
"79000218","18","657980","4734800"
"74000203","19","264100","4937450"
"77000096","18","737500","4936200"
"74000204","18","738200","4936380"
"74000205","18","737100","4933350"
"80000329","18","736650","4922300"
"74000206","18","729260","4917600"
"75000137","18","734325","4905200"
"78000229","18","721375","4935700"
"71000055","18","737600","4933300"
"77000097","18","721300","4935725"
"75000138","18","725550","4905010"
"76000138","18","642300","4926200"
"73000192","18","642208","4925106"
"78000230","18","657510","4924400"
"71000056","18","642040","4926280"
"72000091","18","641740","4926140"
"78000232","18","659490","4929435"
"73000193","18","642880","4926170"
"74000207","18","642090","4926610"
"82001700","18","635500","4906750"
"78000233","18","642550","4927460"
"74000208","18","644880","4903950"
"82001701","18","642830","4926150"
"74000209","18","647550","4905410"
"79000220","18","642930","4925920"
"73000194","18","653350","4922200"
"74000210","18","644210","4927860"
"75000140","18","642670","4926060"
"80000332","19","299800","4985400"
"74000212","18","686000","4974300"
"74000213","18","654030","4977280"
"74000214","18","669012","4961132"
"78000235","18","673500","4974925"
"74000215","18","657700","4947280"
"82001702","18","665495","4949575"
"74000216","18","686350","4974740"
"74000217","18","688550","4969250"
"74000218","18","683650","4976570"
"72000092","18","651470","4963130"
"74000219","18","688650","4969760"
"74000220","18","685050","4975060"
"76000139","18","653980","4976810"
"73000195","18","654010","4977290"
"74000221","18","685800","4970700"
"75000141","18","634525","4944700"
"71000057","18","636150","4953625"
"81000077","18","671978","4945410"
"74000222","18","704320","4933980"
"74000223","18","668680","4945550"
"74000224","18","684600","4923180"
"74000225","18","672460","4944650"
"74000226","18","677720","4953200"
"80000336","18","683430","4944350"
"74000227","18","678820","4956750"
"74000228","18","677380","4952470"
"74000229","18","679950","4956750"
"74000230","18","673260","4946290"
"74000231","18","683660","4944340"
"74000232","18","684550","4931870"
"74000233","18","686450","4945300"
"74000234","18","676620","4950730"
"74000235","18","683740","4941930"
"74000236","18","696100","4866600"
"73000196","18","687370","4866050"
"77000099","18","720900","4888700"
"74000238","18","700450","4861700"
"74000239","18","703940","4869130"
"74000240","18","696150","4865300"
"76000141","18","728450","4880925"
"74000241","18","700950","4859680"
"74000242","18","694240","4861310"
"74000243","18","701450","4862650"
"74000244","18","703500","4870000"
"80000337","18","692200","4877125"
"82001703","18","693500","4879750"
"74000247","18","720850","4856650"
"74000248","18","720900","4851850"
"76000142","18","736275","4892750"
"78000237","18","733800","4883550"
"75000144","18","717275","4936000"
"76000143","18","728650","4987500"
"78000238","18","706700","4953850"
"74000249","18","705550","4981150"
"76000144","18","720075","4979125"
"78000239","18","662900","4830570"
"74000250","18","668020","4825580"
"71000058","18","646990","4829970"
"74000251","18","658840","4839130"
"79000226","18","679150","4810050"
"74000252","18","653100","4848840"
"74000253","18","657650","4841240"
"74000254","18","656920","4854840"
"74000255","18","658140","4837980"
"74000256","18","656760","4842460"
"78000242","18","642840","4829330"
"74000257","18","666350","4820800"
"76000147","18","663160","4830190"
"78000243","18","660360","4840320"
"77000100","18","642660","4819620"
"82001705","18","662460","4832160"
"74000258","18","651870","4850010"
"77000101","18","644460","4850950"
"78000244","18","644310","4850600"
"74000259","18","693220","4902920"
"73000198","18","699560","4896550"
"75000145","18","687270","4890825"
"74000260","18","703080","4906000"
"79000228","18","679885","4912965"
"75000146","18","694160","4902880"
"80000341","18","700500","4904925"
"74000261","18","673920","4895000"
"78000245","18","681800","4916130"
"75000147","18","699000","4897300"
"74000262","18","687600","4893490"
"78000247","18","703250","4891425"
"74000263","18","687460","4893450"
"77000102","18","687450","4887500"
"73000200","18","699750","4914560"
"74000264","18","676390","4896880"
"74000265","18","687500","4893050"
"74000266","18","684800","4887700"
"78000248","18","698740","4897425"
"80000342","18","697300","4906095"
"74000267","18","687430","4893600"
"75000148","18","699475","4896700"
"73000201","18","700050","4788450"
"80000343","18","699475","4747210"
"77000103","18","699525","4746875"
"82001707","18","698255","4743030"
"73000202","18","697200","4746700"
"76000149","18","706350","4762150"
"80000344","18","698750","4746525"
"79000230","18","694140","4782625"
"73000203","18","690800","4738300"
"82001708","18","694200","4740225"
"73000204","18","704325","4778850"
"78000250","18","697050","4746775"
"82001709","18","699050","4747400"
"73000205","18","694625","4782150"
"79000232","18","704225","4784525"
"77000104","18","695175","4765750"
"76000151","18","702400","4760800"
"73000206","18","687550","4768525"
"77000105","18","690900","4771075"
"74000268","18","699610","4747000"
"78000251","18","681600","4916500"
"73000207","18","694725","4756325"
"77000106","18","686400","4772500"
"73000208","18","688630","4756850"
"73000209","18","700175","4787050"
"73000210","18","700965","4814156"
"73000211","18","702950","4814930"
"82001710","18","711370","4818340"
"78000252","18","685210","4850700"
"78000253","18","693320","4805880"
"82001711","18","696310","4808365"
"74000271","18","694900","4793430"
"73000212","18","696180","4830170"
"82001712","18","700525","4800560"
"73000213","18","710390","4823000"
"79000233","18","685320","4791770"
"74000272","18","709660","4835570"
"73000214","18","704240","4834760"
"73000215","18","700640","4807850"
"73000216","18","713900","4829950"
"71000060","18","711375","4817475"
"83003204","18","652955","4870295"
"82001761","18","641980","4923960"
"83003208","18","642000","4926650"
"82001763","18","640540","4909270"
"82001764","18","642780","4925970"
"83003209","18","651700","4964815"
"83003213","18","730010","4887470"
"83003220","18","637140","4832680"
"83003221","18","657490","4828520"
"83003222","18","687450","4890820"
"83003226","18","707600","4778750"
"83003227","18","677550","4784540"
"83003229","18","694040","4844770"
"83003230","18","690415","4854540"
"82001766","18","688940","4853105"
"83003231","18","699260","4825180"
"83003232","18","699750","4855975"
"83003233","18","694540","4816280"
"71000073","18","626480","4876700"
"79000274","18","640780","4755470"
"72000107","18","656600","4780400"
"80000385","18","715400","4928400"
"80000386","18","738000","4935350"
"74000326","18","635970","4910050"
"77000144","18","683875","4944850"
"74000327","18","703460","4866200"
"74000328","18","715350","4970850"
"80000388","18","662540","4829460"
"71000074","18","706770","4793760"
"71000075","18","711430","4817700"
"79000276","18","686440","4807240"
"74000354","18","737513","4922296"
"72000113","18","658990","4929660"
"73000271","18","644430","4927820"
"74000355","18","659320","4917920"
"72000114","18","642180","4926050"
"84000336","18","720100","4979350"
"84000741","18","705600","4905475"
"84000674","18","652070","4858500"
"84000674","18","652040","4858490"
"82001762","18","664190","4916080"
"82001765","18","646940","4960220"
"79000340","18","697000","4777100"
"83004224","18","728950","4930550"
"84003456","18","729225","4917750"
"84003463","18","660340","4909880"
"83004226","18","641140","4915580"
"84003466","18","720020","4862560"
"84003468","18","731550","4971750"
"83004228","18","720125","4979400"
"84003471","18","663980","4820170"
"83004229","18","704775","4905775"
"83004231","18","678850","4795400"
"74000386","18","646568","4864206"
"85000568","18","687360","4866010"
"74000356","18","699450","4813130"
"66000795","18","710875","4859780"
"66000796","18","711125","4816625"
"85000959","18","703640","4735500"
"85001245","18","658280","4780790"
"76000140","18","704750","4873575"
"78003202","18","635860","4882875"
"76002240","18","692060","4828550"
"66000798","18","646330","4874110"
"76002245","18","658990","4929660"
"85002768","18","655140","4898560"
"85002769","18","658720","4892160"
"73000252","18","693908","4806106"
"74000269","18","671470","4886240"
"80004501","18","664500","4923750"
"85003442","18","695850","4792060"
"74000358","18","706400","4906600"
"86000808","18","631750","4949375"
"86001035","18","643250","4868925"
"86001033","18","690350","4766975"
"86003411","18","733650","4983600"
"86003060","18","647380","4748590"
"79000219","18","644560","4910000"
"86003224","18","662625","4811000"
"86003228","18","662525","4813250"
"86003221","18","662700","4810275"
"86003220","18","662600","4810725"
"66000797","18","640890","4915040"
"80000334","18","650680","4963570"
"86003215","18","663200","4814200"
"88000654","18","710050","4824000"
"88001045","18","651950","4858540"
"88001043","18","651960","4858540"
"88001466","18","679300","4756700"
"88001467","18","686450","4974600"
"88001579","18","663960","4828300"
"88001589","18","728700","4896220"
"88002656","18","717270","4885400"
"88002034","18","652060","4964460"
"88002069","18","647040","4802450"
"88002175","18","650370","4969320"
"88001301","18","647050","4749040"
"88002230","18","656000","4776850"
"88003121","18","648785","4899100"
"89000027","18","710150","4823870"
"89000433","18","682940","4985380"
"89001789","18","648190","4866580"
"89001788","18","737080","4916560"
"77000107","18","701290","4794460"
"88002163","18","708000","4778440"
"88002161","18","707495","4778390"
"88002160","18","707460","4778370"
"88002162","18","707005","4778410"
"88002164","18","708000","4778450"
"88002165","18","707460","4778440"
"84003475","18","708025","4778625"
"90000815","18","694440","4782490"
"90000797","18","690450","4855275"
"90000775","18","657855","4920590"
"83003205","19","265100","4922800"
"90001490","18","709000","4834680"
"90001491","18","713500","4830900"
"90001492","18","689000","4860300"
"90001494","18","690078","4987066"
"90001493","18","659420","4841010"
"72000108","18","686605","4807197"
"91000673","18","642140","4926400"
"91001613","18","707200","4777690"
"91001603","18","706420","4784000"
"91001604","18","653515","4870110"
"91001605","19","290500","4958670"
"91001606","18","672000","4946050"
"91001607","18","693220","4937200"
"91001608","18","664215","4825910"
"91001609","18","658530","4835890"
"91001610","18","683720","4908250"
"91001611","18","680380","4849910"
"92000094","18","701450","4862640"
"92000337","18","664440","4758260"
"92000465","18","659750","4918800"
"91001648","18","690540","4854490"
"91001615","18","711125","4816720"
"92000687","18","668890","4772230"
"92000964","18","647220","4749140"
"92000993","19","263660","4969060"
"92000997","18","686270","4974500"
"92001173","18","645020","4943500"
"90001746","18","669900","4748375"
"92001174","18","687250","4756250"
"92000987","18","694575","4830100"
"92001037","18","700615","4828165"
"92001038","18","698240","4831750"
"92001489","18","720720","4862820"
"92001524","18","708000","4842930"
"92001525","18","689150","4828430"
"93000532","19","262000","4933005"
"93000721","18","673400","4975200"
"93001007","18","711080","4936900"
"93001008","18","698720","4897080"
"93001004","18","645160","4808580"
"93001174","18","672650","4983540"
"94000191","18","652050","4792540"
"94000177","18","680690","4881120"
"94000377","18","737940","4922840"
"94000378","18","737460","4922600"
"94000379","18","737460","4922560"
"94000380","18","738160","4922700"
"94000474","18","652320","4971000"
"94000861","18","737190","4923040"
"94000868","18","737100","4922780"
"94001334","18","715220","4964400"
"94001447","18","714240","4837490"
"94001448","18","726749","4861475"
"94001449","18","701190","4833220"
"95000176","18","693350","4897940"
"95000185","18","711370","4848840"
"95000296","18","705650","4923850"
"95000374","18","690790","4738330"
"95000814","18","716220","4835865"
"95001258","18","697720","4831520"
"95001259","18","694800","4754060"
"95001262","18","652430","4861880"
"95001427","18","661650","4789110"
"95001428","18","673800","4961400"
"95001449","18","647540","4800600"
"95001497","18","689080","4940300"
"95001523","18","635200","4964000"
"96000252","18","699220","4814140"
"96000257","18","647170","4963130"
"96000385","18","711060","4816180"
"96000386","18","731500","4910210"
"96000388","18","642890","4880420"
"96000387","18","642890","4880400"
"96000970","18","737100","4922390"
"96001326","18","651900","4963260"
"96001327","18","657950","4782060"
"96001328","18","695950","4747140"
"96001519","18","630680","4850700"
"97000025","18","630830","4967610"
"97000024","18","640180","4825810"
"97000645","18","641800","4927300"
"97000828","18","711150","4817300"
"97001162","18","646220","4874260"
"98000906","18","729305","4865225"
"98001132","16","447430","4637100"
"98001135","16","718370","4214960"
"98001133","16","611900","4234193"
"83002987","12","610200","3568900"
"83002988","11","738775","3878945"
"83002992","12","400605","3703935"
"83002993","12","400220","3701960"
"82001622","12","503340","3565040"
"83002995","12","502890","3564780"
"83002997","12","650270","3819300"
"83002998","12","677575","3621775"
"84000171","12","414920","3697960"
"84000403","12","392010","3910051"
"83003456","12","399558","3702178"
"83003457","12","399790","3702085"
"84000693","12","412560","3697860"
"84000720","12","412345","3697925"
"84000733","12","414720","3695800"
"84000738","12","412420","3697940"
"84000745","12","412940","3698420"
"84000750","11","723260","3622700"
"84000765","12","522200","3607775"
"84000772","12","365000","3823450"
"85000052","12","413240","3698100"
"85000053","12","413040","3698040"
"85000054","12","413340","3698080"
"85000056","12","365000","3823400"
"84000529","12","440520","3895200"
"85000145","12","602980","3478700"
"85000188","12","400910","3712500"
"84000647","12","637300","3468480"
"84000645","12","403000","3920700"
"83003449","12","399915","3703230"
"83003451","12","400195","3702250"
"83003455","12","399790","3702120"
"83003466","12","400150","3702220"
"83003472","12","399950","3702230"
"83003475","12","399265","3702860"
"83003476","12","400521","3704000"
"83003492","12","399915","3703230"
"83003493","12","399900","3702175"
"83003500","12","401368","3702718"
"84000786","12","409990","3705320"
"84000684","12","414140","3699070"
"84000708","12","412360","3699100"
"84000710","12","412660","3698580"
"84000716","12","413040","3698420"
"84000726","12","412325","3698160"
"84000743","12","412420","3699720"
"84000743","12","412460","3699280"
"83003497","12","343250","4086100"
"83003494","12","504100","3566600"
"84000768","12","522025","3607800"
"83003495","12","365260","3822695"
"83003496","12","365400","3823158"
"84000752","11","722900","3623080"
"84000754","11","722870","3623215"
"85000407","12","413225","3689310"
"85000879","12","430100","3637820"
"85000878","12","430100","3637855"
"85000880","12","429500","3637760"
"85000881","12","429300","3637570"
"85000882","12","429350","3637735"
"85000883","12","429360","3637675"
"85000884","12","429795","3638090"
"85000885","12","429780","3637670"
"85000886","12","429380","3637940"
"85000887","12","429270","3638065"
"85000892","12","429660","3637560"
"85000893","12","429335","3637540"
"85000894","12","429335","3637530"
"85000896","12","429430","3637670"
"85000897","12","429640","3638030"
"85000898","12","429340","3637705"
"85000899","12","430180","3638240"
"85000900","12","429370","3638320"
"85000919","12","429460","3637650"
"85000890","12","429460","3637710"
"85000895","12","429950","3637550"
"85000891","12","429430","3637625"
"85001623","12","430500","3638300"
"75000220","12","452902","3892374"
"78000349","12","326400","3533900"
"85001849","12","505720","3466940"
"85001850","12","506060","3467390"
"85001851","12","505960","3467080"
"85001853","12","506080","3467420"
"85001854","12","506080","3466880"
"85001855","12","505755","3466610"
"85001856","12","505540","3466995"
"85001857","12","505380","3467080"
"85001858","12","506285","3467120"
"85001859","12","505700","3466365"
"85001860","12","505890","3466620"
"85001861","12","506315","3467145"
"85001862","12","505665","3466930"
"85001863","12","505695","3466920"
"85001864","12","506200","3467370"
"85001865","12","506950","3467160"
"85001866","12","505660","3467120"
"85001868","12","505890","3466425"
"85001869","12","505610","3466470"
"85001870","12","505840","3466570"
"85001871","12","505740","3466680"
"85001872","12","506120","3467290"
"85001873","12","505960","3466375"
"85001848","12","505780","3466780"
"85001852","12","505765","3466740"
"85002042","12","400295","3700650"
"85002043","12","401020","3700900"
"85002044","12","402120","3701005"
"85002046","12","400695","3700750"
"85002047","12","401020","3701390"
"85002048","12","401115","3702290"
"85002049","12","401520","3702140"
"85002051","12","400340","3700910"
"85002052","12","399800","3700930"
"85002054","12","398210","3701695"
"85002056","12","400480","3701320"
"85002057","12","400645","3700750"
"85002058","12","400365","3701399"
"85002059","12","400250","3701470"
"85002041","12","399580","3701400"
"85002061","12","400310","3701035"
"85002062","12","399480","3703275"
"85002063","12","400185","3702330"
"85002064","12","400820","3700900"
"85002065","12","401460","3703270"
"85002066","12","400590","3700710"
"85002067","12","400000","3701400"
"85002068","12","402310","3701650"
"85002070","12","398020","3701635"
"85002073","12","398500","3700730"
"85002074","12","399730","3700910"
"85002076","12","400120","3701445"
"85002077","12","399880","3701325"
"85002078","12","400440","3700910"
"85002079","12","400000","3701780"
"85002081","12","400250","3701620"
"83003498","12","400260","3701558"
"85002169","12","413290","3698140"
"85002171","12","413040","3697800"
"85002168","12","413120","3698100"
"71000109","12","603460","3478900"
"84000446","12","440941","3895547"
"83002991","12","390040","3711400"
"85002075","12","400710","3700000"
"84000173","12","412680","3699080"
"84000734","12","412660","3698015"
"84000740","12","412620","3698000"
"85000055","12","412400","3699140"
"84000176","12","415620","3697460"
"85000081","12","513850","3566345"
"85001624","12","429320","3637820"
"85000888","12","430500","3638370"
"85001867","12","505735","3466420"
"82001662","12","403400","3848100"
"74000335","12","390924","3991204"
"75000169","12","542174","3563335"
"78000351","12","321500","3538350"
"78000348","12","331100","3527400"
