REFNUM,UTMZONE,UTMEASTING,UTMNORTHIN
"80000771","12","507680","3564680"
"72000198","12","502434","3565033"
"75000171","12","654091","3542396"
"71000115","12","502120","3564045"
"75000335","12","672200","3946100"
"79000414","12","603340","3479400"
"76000373","12","371225","3898750"
"79000422","12","504240","3566000"
"71000117","12","502748","3564694"
"76000371","12","637550","3468600"
"79000421","12","502050","3564980"
"72000199","12","504449","3565957"
"74000460","12","502860","3564500"
"76000380","12","501140","3564020"
"82002090","12","504400","3566420"
"82002077","12","620200","3633330"
"74000454","12","642650","3640300"
"75000348","12","561450","3606275"
"79003445","12","658925","3658700"
"79000418","12","399360","3701450"
"78000548","12","391260","3711300"
"74000455","12","398090","3701320"
"79000419","12","412710","3698725"
"78000542","12","433140","3912160"
"82002081","12","399850","3701550"
"76000375","12","399020","3701340"
"78000543","12","441000","3895020"
"80000762","12","426540","3690090"
"78000545","12","519860","3694900"
"81000138","12","412960","3698220"
"78000553","12","410620","3695120"
"75000360","12","504325","3474000"
"77000232","12","440940","3894960"
"74000462","12","527870","3481010"
"77000235","12","521680","3691560"
"74000458","12","412580","3698720"
"70000115","12","495650","3497225"
"74000461","12","463160","3655860"
"78000568","12","464060","3654740"
"78000556","12","577050","3862450"
"79000420","12","585240","3807420"
"71000113","12","584884","3818990"
"75000359","12","430830","3660080"
"79000430","11","723360","3623360"
"76000384","11","723530","3622960"
"82002079","12","427395","3700180"
"82002080","12","385170","3715921"
"77000236","12","658375","3661525"
"82002078","12","421718","3685100"
"77000237","12","401120","3701480"
"74000456","12","399050","3701240"
"78000551","12","400700","3701570"
"82002086","12","415550","3702715"
"81000137","12","412660","3699200"
"81000137","12","412400","3699810"
"80000767","12","412710","3698690"
"80000772","12","505650","3466500"
"80000769","12","584285","3818840"
"80000770","12","584260","3818610"
"82001621","12","584730","3818990"
"78000569","12","434750","3770790"
"81000139","12","364730","3823000"
"79000429","12","365400","3823060"
"82002091","12","365530","3822890"
"71000121","12","364827","3822975"
"78000550","12","401020","3701470"
"75000341","12","439640","3899090"
"79000417","12","456740","3891405"
"79000417","12","456745","3891355"
"78000567","12","429500","3638025"
"79000425","12","429460","3637970"
"75000358","12","484660","3662680"
"79000426","12","526280","3604580"
"75000362","12","424000","3820490"
"76000370","12","601700","3552375"
"70000116","12","495750","3497225"
"76000372","12","637000","3468575"
"82002083","12","399620","3702860"
"84000389","12","440620","3895170"
"78000541","12","611475","3530275"
"82002082","12","400200","3702050"
"72000197","12","411469","3698216"
"80000765","12","412800","3698510"
"78000552","12","413110","3698280"
"71000111","12","588400","3509040"
"72000195","12","588440","3508860"
"72000196","12","588174","3508574"
"78000557","12","575125","3963250"
"80000768","12","584580","3818985"
"79000423","12","503000","3565660"
"86000362","12","576065","3862020"
"86000792","12","637380","3469040"
"86000821","12","430120","3638080"
"86000898","12","441280","3894360"
"86000900","12","439300","3894260"
"86000901","12","439400","3894200"
"86000903","12","440310","3894700"
"86000904","12","439460","3895260"
"86000906","12","440920","3894540"
"86000907","12","440580","3894720"
"86000908","12","440520","3894720"
"86000909","12","440180","3895150"
"86000910","12","441060","3895220"
"86000912","12","441140","3894610"
"86000913","12","440740","3894520"
"85000147","12","440880","3894420"
"86000911","12","441160","3895200"
"83002990","11","768430","3898120"
"75000352","11","768580","3898030"
"78000554","11","768440","3897410"
"86001114","11","768290","3898185"
"86001115","11","768610","3898080"
"86001142","11","767920","3898050"
"86001143","11","767975","3898140"
"86001146","11","768690","3897460"
"86001148","11","768605","3897420"
"86001150","11","768605","3897860"
"86001158","11","768190","3897630"
"86001163","11","768155","3898380"
"86001165","11","767770","3897940"
"86001167","11","768525","3897610"
"86001168","11","768210","3897955"
"86001172","11","768110","3897900"
"86001174","11","768525","3897870"
"86001175","11","769240","3897305"
"86001176","11","768635","3898080"
"86001178","11","768385","3898101"
"74000336","12","397222","3990512"
"74000450","12","397798","3990567"
"75000227","12","397278","3990700"
"75000219","12","397650","3990500"
"85002071","12","400560","3700810"
"86001369","12","400335","3701505"
"86001553","12","399715","3700160"
"86001576","12","339820","3759800"
"82002087","12","340000","3760250"
"86001578","12","339980","3759700"
"86001579","12","340020","3759620"
"86001580","12","340300","3759580"
"86001581","12","339800","3759920"
"86001583","12","340220","3759900"
"86001584","12","339920","3759980"
"86001585","12","340160","3759840"
"86001588","12","340010","3759920"
"86001589","12","340300","3759800"
"86001590","12","340080","3759660"
"86001592","12","340060","3759860"
"86001593","12","340160","3759840"
"86001594","12","340480","3759700"
"86001596","12","340300","3759760"
"86001582","12","339740","3670020"
"86002623","12","464320","3655110"
"86002625","12","463680","3653875"
"86002627","12","463860","3654410"
"86002628","12","463690","3654520"
"86002629","12","464320","3654580"
"86002631","12","464450","3655010"
"86002632","12","463680","3654480"
"86002633","12","464080","3655270"
"86002646","12","411470","3707410"
"86001558","12","458320","3797790"
"66000186","12","345800","4080750"
"78003366","12","511830","3568850"
"78003367","12","511600","3569140"
"78003373","12","511560","3569220"
"78003372","12","511600","3569140"
"78003376","12","511650","3569080"
"78003363","12","512190","3569249"
"78003375","12","511690","3569330"
"78003364","12","511720","3569420"
"78003362","12","512000","3569450"
"71000114","12","584428","3818678"
"75000365","12","365350","3822925"
"76000383","12","373675","3813625"
"77000240","12","387000","3819425"
"77000239","12","505950","3466700"
"78003359","12","511830","3568850"
"78003361","12","511690","3569330"
"78003369","12","511690","3569330"
"78003374","12","511540","3569280"
"86002164","12","406070","3843670"
"86002150","12","405970","3845415"
"86002166","12","405860","3845620"
"76000382","12","370450","3804600"
"86002154","12","406350","3843730"
"78003360","12","511690","3569330"
"80000764","12","412780","3698720"
"82002084","12","401698","3701320"
"84000730","12","412440","3698120"
"85003056","12","399780","3700850"
"86001140","11","768960","3897840"
"75000370","12","282900","3743750"
"75000369","11","749480","3781740"
"86001154","11","768600","3898220"
"86003525","12","220820","3627490"
"86001113","11","767770","3897870"
"87000614","11","723290","3622590"
"87000613","11","723200","3622860"
"86001587","12","340280","3759900"
"86001595","12","340480","3759700"
"86001119","11","768085","3897580"
"86002147","12","406010","3845160"
"86002152","12","406080","3843740"
"87000737","12","609390","3569420"
"87000749","12","609620","3568865"
"87000736","12","609300","3568870"
"87000750","12","609860","3568580"
"87000740","12","609840","3569070"
"87001160","11","768950","3897785"
"77000234","12","519950","3695060"
"83003448","12","519939","3694880"
"75000347","12","519870","3695020"
"74000334","12","397595","3990725"
"74000337","12","397652","3990568"
"87001306","12","463790","3653650"
"87001421","12","610410","3883000"
"87001437","12","495217","3492340"
"87001411","12","397325","3990525"
"87001412","12","397600","3990450"
"86001159","11","769040","3897480"
"87001342","12","440660","3894300"
"87001591","12","464480","3655010"
"87001592","12","464030","3654600"
"87001590","12","340580","3759900"
"87001593","12","464660","3655100"
"85003104","12","637680","3468536"
"86000902","12","440040","3897260"
"85003107","12","506020","3466830"
"85003109","11","723325","3622710"
"87001594","12","463840","3654150"
"86001137","11","767870","3897770"
"87000747","12","610625","3568675"
"87000744","12","610120","3568940"
"87000739","12","609920","3569090"
"87000743","12","609910","3568930"
"87000746","12","610240","3568680"
"87000748","12","610200","3568620"
"87000860","12","520775","3695065"
"85003108","12","365170","3822820"
"86001166","11","768330","3898101"
"86001170","11","768620","3898035"
"86001138","11","768400","3897990"
"86001139","11","768750","3898060"
"86001141","11","768520","3897810"
"86001145","11","768725","3898130"
"86001149","11","768585","3898090"
"86001151","11","768800","3897880"
"86001156","11","768400","3897930"
"86001161","11","769020","3897710"
"86001164","11","768450","3897915"
"86001144","11","767620","3898550"
"86001162","11","768690","3897960"
"86001110","11","768765","3898150"
"86001112","11","768530","3897810"
"86001116","11","768755","3897955"
"86001117","11","768220","3898065"
"86001118","11","768880","3897860"
"86001173","11","768460","3897930"
"86001177","11","768640","3897965"
"86001179","11","768620","3897975"
"86002149","12","406090","3844500"
"86002157","12","406540","3844880"
"86001153","11","768410","3897770"
"86002624","12","464250","3655110"
"86002630","12","463990","3654180"
"86002162","12","409160","3842400"
"86001577","12","340180","3760020"
"86001586","12","340120","3759900"
"86000905","12","440430","3897980"
"85003106","12","520000","3694000"
"86003763","11","768700","3898065"
"87001793","12","638720","3468740"
"87001159","12","374900","4050200"
"87001151","12","390030","4062800"
"87000861","12","520815","3695060"
"87001882","12","398240","3700330"
"87001344","12","505480","3466340"
"86002159","12","406080","3843800"
"87002494","12","365390","3822780"
"87002451","12","648400","3735900"
"87002452","12","672350","3711750"
"87002453","12","613520","3780140"
"87002454","12","553350","3796100"
"87002455","12","498900","3802700"
"87002457","12","484785","3824550"
"87002458","12","431755","3888880"
"87002459","12","460860","3860360"
"87002461","12","450970","3854610"
"87002462","12","486100","3476612"
"87002463","12","663275","3532280"
"87002465","12","519850","3588475"
"87002464","12","601030","3619620"
"87002466","12","590175","3622420"
"87002467","12","607960","3612880"
"87002468","12","659500","3522100"
"87002479","12","389100","4034650"
"87002478","12","380650","4050400"
"87002480","12","423180","3918450"
"87002481","12","418560","3897380"
"87002482","12","413950","3979475"
"87002490","12","396765","3839510"
"87002491","12","324490","3856500"
"87002493","12","482320","3793850"
"82004978","12","365300","3823400"
"87002582","12","620720","3632625"
"87002581","12","620815","3632720"
"87002578","12","620600","3633100"
"87002576","12","620640","3632910"
"87002575","12","620710","3632560"
"87002570","12","621050","3633300"
"87002566","12","620940","3633355"
"87002565","12","620755","3632720"
"87002563","12","620995","3632925"
"87002559","12","620575","3632750"
"87002556","12","620050","3632575"
"87002557","12","620575","3633330"
"87002560","12","620700","3633350"
"87002574","12","620640","3632735"
"87002577","12","620450","3632775"
"87002580","12","620775","3632600"
"87002584","12","620425","3632325"
"87002585","12","620260","3632375"
"87002583","12","620580","3632690"
"87002568","12","620830","3633320"
"87002477","12","391650","4062050"
"87002460","12","461990","3835980"
"87002469","12","670325","3531200"
"85002069","12","399440","3702500"
"88000233","12","519620","3695450"
"88000240","12","505780","3567060"
"88000384","12","401235","3702225"
"75000170","12","604177","3851812"
"87002571","12","620190","3633050"
"87002586","12","620820","3633340"
"88001618","12","652040","3897730"
"88001617","12","667840","3905550"
"88001609","12","637480","3469140"
"88001659","12","584845","3478335"
"88001664","12","491360","3885665"
"88001666","12","473885","3890880"
"88001603","12","442180","3976470"
"88001619","12","573095","3730390"
"88001689","12","511520","3694885"
"88001608","12","545000","3738640"
"88001604","12","507340","3719750"
"88001620","12","442160","3805855"
"88001626","12","659500","3651110"
"88001625","12","659940","3651805"
"88001661","12","658850","3658610"
"88001628","12","658080","3648500"
"88001627","12","657170","3646400"
"88001602","12","481240","3717460"
"88001598","12","458900","3710915"
"88001658","12","339820","3691040"
"88001607","12","341455","3646770"
